partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth
partner_697,LATAM,Retail,Silver,54,9,declining,0,3.3,71.8,12,11,0,0.0004,0,25877.82,19.34,0.2788,0.0791,0,0.4286,17.07
partner_698,NA,Services,Bronze,47,5,stable,4,7.3,44.8,58,0,0,0.2749,0,16439.8,44.65,0.1786,0.7454,1,0.8636,42.34
partner_699,LATAM,Services,Bronze,22,8,improving,3,6.0,83.3,0,1,0,0.0031,0,12494.05,6.73,0.366,0.181,0,0.8095,4.42
partner_700,EMEA,Manufacturing,Gold,25,9,improving,0,2.6,91.9,45,5,0,0.0003,0,40393.12,18.14,0.1679,-0.0542,0,0.3846,17.56
partner_701,EMEA,Services,Silver,54,8,stable,2,2.4,45.3,35,5,0,0.0079,0,47444.33,1.07,0.3678,-0.2451,0,0.9118,-1.24
partner_702,NA,Services,Silver,4,3,stable,5,3.4,44.9,63,2,1,0.9277,1,26467.65,-5.08,0.0782,-0.464,0,0.5,-7.39
partner_703,EMEA,Tech,Bronze,33,8,improving,0,3.0,43.2,0,2,0,0.0004,0,16610.47,-4.15,0.1493,0.293,0,0.8125,-7.72
partner_704,APAC,Manufacturing,Silver,9,10,improving,1,1.1,67.5,0,5,0,0.0001,0,43120.25,-8.64,0.0971,-0.2782,0,0.8462,-9.23
partner_705,EMEA,Tech,Silver,54,4,declining,2,3.8,36.2,33,2,0,0.095,1,40684.81,-2.43,0.1272,-0.3274,0,0.8387,-6.0
partner_706,NA,Services,Bronze,5,5,stable,2,2.9,75.1,28,2,0,0.0039,0,6491.7,13.18,0.0818,-0.2609,0,0.3409,10.87
partner_707,LATAM,Retail,Gold,4,4,declining,4,3.6,25.8,61,0,1,0.701,1,33919.72,24.64,0.1839,0.0209,0,0.1111,22.37
partner_708,LATAM,Tech,Bronze,22,10,improving,0,0.5,76.8,31,1,0,0.0001,0,11039.98,8.07,0.2279,0.1836,0,0.6129,4.5
partner_709,NA,Services,Bronze,14,6,stable,2,2.2,63.6,37,3,0,0.0133,0,6298.96,-1.27,0.1223,-0.4936,0,0.3182,-3.58
partner_710,NA,Retail,Silver,31,5,declining,8,7.3,20.9,49,0,1,0.8067,0,13909.6,-6.05,0.248,0.0575,0,0.1071,-8.32
partner_711,APAC,Services,Gold,20,7,stable,4,6.7,8.7,100,1,0,0.824,1,121022.42,2.72,0.0807,-0.2072,0,1.0,0.41
partner_712,LATAM,Tech,Bronze,23,2,stable,3,6.0,28.0,50,2,1,0.6693,0,5062.46,-8.64,0.326,-0.4877,0,0.0968,-12.21
partner_713,APAC,Services,Bronze,35,5,improving,6,3.5,42.7,32,0,1,0.1143,0,2094.66,-5.97,0.3449,-0.3821,0,0.0323,-8.28
partner_714,APAC,Services,Bronze,35,4,stable,2,2.4,60.0,4,1,0,0.0367,0,14389.15,4.0,0.2781,0.1829,0,0.8387,1.69
partner_715,LATAM,Tech,Gold,57,10,stable,0,3.5,88.6,5,12,0,0.0,0,53550.31,0.81,0.1084,-0.6072,0,0.4,-2.76
partner_716,EMEA,Services,Bronze,30,4,stable,7,3.1,43.6,72,0,0,0.0598,0,6915.3,10.54,0.3168,-0.4948,0,0.3571,8.23
partner_717,NA,Tech,Silver,35,7,stable,0,3.1,75.7,10,2,0,0.0032,0,24558.56,-6.56,0.1103,-0.4455,0,0.3,-10.13
partner_718,EMEA,Manufacturing,Gold,42,6,declining,3,7.4,50.9,73,0,0,0.7544,1,89082.0,19.45,0.3843,-0.4097,0,0.7692,18.86
partner_719,LATAM,Manufacturing,Bronze,13,3,declining,3,4.8,41.3,57,0,0,0.5735,1,11181.35,-5.68,0.1578,0.3246,0,0.6087,-6.26
partner_720,APAC,Services,Silver,41,5,stable,4,3.0,38.6,3,0,0,0.0025,0,11426.88,-0.54,0.0874,0.3321,0,0.0588,-2.85
partner_721,NA,Retail,Silver,52,6,stable,0,4.0,54.7,34,9,0,0.0017,0,28953.18,5.4,0.3462,-0.5276,0,0.5714,3.13
partner_722,NA,Retail,Silver,21,9,stable,1,2.9,48.0,24,2,0,0.0006,0,41396.5,19.07,0.3933,-0.0102,0,0.8929,16.8
partner_723,EMEA,Manufacturing,Bronze,13,9,declining,1,3.0,50.6,5,4,0,0.007,0,3067.11,-21.84,0.2645,-0.0735,0,0.0769,-22.42
partner_724,APAC,Manufacturing,Bronze,23,2,stable,8,8.4,17.3,98,0,1,0.9946,1,14113.02,14.33,0.1783,0.0243,0,1.0,13.74
partner_725,EMEA,Tech,Bronze,18,4,stable,4,0.6,70.3,71,0,1,0.1169,0,13090.11,22.14,0.3355,-0.4653,0,0.75,18.57
partner_726,EMEA,Retail,Silver,36,6,declining,12,5.0,43.2,32,1,1,0.3131,1,33045.86,1.96,0.2346,0.8596,1,0.6061,-0.31
partner_727,EMEA,Tech,Silver,53,10,stable,1,0.6,79.4,20,4,1,0.0001,0,31823.76,3.44,0.1072,0.2358,0,0.6129,-0.13
partner_728,EMEA,Services,Bronze,37,8,improving,0,2.2,84.6,28,3,0,0.0024,0,10388.51,17.05,0.334,-0.3043,0,0.6429,14.74
partner_729,NA,Retail,Bronze,10,4,declining,4,4.1,36.2,45,2,0,0.5061,1,4649.18,3.83,0.092,0.33,0,0.1064,1.56
partner_730,NA,Tech,Gold,21,7,stable,1,2.9,64.9,35,1,0,0.0012,0,205998.49,21.47,0.2073,0.3478,0,0.8889,17.9
partner_731,NA,Services,Bronze,42,7,improving,0,2.7,86.0,20,3,0,0.0001,0,11814.34,24.22,0.2242,0.9367,1,0.8182,21.91
partner_732,EMEA,Retail,Bronze,22,7,improving,3,3.6,62.9,51,1,0,0.0024,0,27463.59,-0.91,0.2157,0.1933,0,1.0,-3.18
partner_733,EMEA,Manufacturing,Silver,37,4,improving,6,3.6,89.6,45,2,0,0.0494,0,38121.98,4.17,0.0847,-0.4846,0,0.8095,3.58
partner_734,NA,Retail,Bronze,43,8,declining,1,2.3,92.5,0,5,0,0.0001,0,16048.73,-13.67,0.1967,0.867,1,0.9149,-15.94
partner_735,EMEA,Services,Bronze,22,3,stable,6,4.8,32.9,19,0,0,0.2872,0,14712.58,26.48,0.37,-0.5358,0,0.8571,24.17
partner_736,LATAM,Manufacturing,Bronze,40,10,improving,3,2.4,66.8,0,1,0,0.0005,0,17861.25,3.68,0.2391,0.0753,0,0.8696,3.1
partner_737,EMEA,Services,Bronze,26,7,improving,4,2.7,61.6,0,4,0,0.0129,0,11003.44,-18.47,0.3213,0.1281,0,0.6667,-20.78
partner_738,NA,Retail,Silver,10,10,improving,0,0.5,100.0,0,5,0,0.0,0,28390.82,-19.76,0.2078,0.7551,1,0.5,-22.03
partner_739,NA,Tech,Silver,24,6,stable,2,5.6,51.2,33,1,0,0.034,0,19206.51,-9.02,0.244,-0.6913,0,0.2333,-12.59
partner_740,NA,Services,Silver,28,9,stable,0,2.0,70.9,18,3,0,0.0,0,51876.28,-5.58,0.1129,-0.134,0,0.95,-7.89
partner_741,EMEA,Retail,Bronze,3,6,declining,3,3.3,45.2,45,1,1,0.0173,0,8556.97,44.49,0.2578,0.8132,1,0.5349,42.22
partner_742,EMEA,Retail,Silver,54,5,declining,4,5.1,22.7,53,0,1,0.1894,1,22674.69,8.37,0.2179,0.7696,1,0.2727,6.1
partner_743,APAC,Retail,Bronze,33,5,improving,3,3.6,42.5,66,3,0,0.292,1,14426.29,5.35,0.1265,-0.277,0,0.8387,3.08
partner_744,EMEA,Services,Silver,5,3,stable,5,7.1,5.6,31,0,0,0.9391,1,18296.76,-19.39,0.2927,-0.0013,0,0.1765,-21.7
partner_745,NA,Manufacturing,Bronze,53,9,improving,1,3.8,76.1,31,9,0,0.0012,0,8191.85,-11.97,0.1155,-0.2224,0,0.5455,-12.56
partner_746,NA,Manufacturing,Silver,52,3,stable,4,4.1,49.6,53,3,1,0.4293,1,38729.62,20.19,0.3433,-0.2136,0,0.6923,19.6
partner_747,NA,Manufacturing,Bronze,3,10,improving,0,4.2,64.1,3,0,0,0.001,0,4764.44,26.11,0.1952,0.8561,1,0.0909,25.52
partner_748,NA,Tech,Bronze,12,9,improving,0,2.3,91.4,27,2,0,0.0001,0,8738.0,23.2,0.1667,0.0937,0,0.5385,19.63
partner_749,LATAM,Tech,Bronze,24,4,declining,6,3.2,21.2,68,0,1,0.8796,1,7241.12,-2.23,0.2621,0.1068,0,0.4194,-5.8
partner_750,APAC,Tech,Bronze,32,4,declining,6,6.4,21.5,62,0,0,0.8348,1,13334.85,0.48,0.0886,-0.0938,0,0.8077,-3.09
partner_751,EMEA,Manufacturing,Bronze,45,4,improving,9,1.9,14.0,10,0,1,0.1958,0,9226.82,-0.98,0.2032,0.1106,0,0.5769,-1.56
partner_752,NA,Retail,Silver,27,9,improving,0,0.5,96.6,33,5,0,0.0002,0,61944.12,30.63,0.375,-0.4336,0,1.0,28.36
partner_753,EMEA,Services,Silver,38,4,declining,3,5.1,56.1,52,1,0,0.1335,0,28642.5,3.64,0.2714,-0.1326,0,0.4706,1.33
partner_754,NA,Services,Bronze,3,6,declining,2,5.0,62.3,60,3,0,0.0248,0,6872.87,-13.32,0.2608,-0.016,0,0.3864,-15.63
partner_755,LATAM,Tech,Gold,41,3,declining,6,5.9,51.9,0,1,1,0.6793,1,62460.78,11.63,0.0931,0.3239,0,0.6,8.06
partner_756,EMEA,Manufacturing,Silver,56,6,declining,1,6.0,42.0,35,2,1,0.074,0,46072.39,29.48,0.3257,-0.4671,0,0.9524,28.9
partner_757,NA,Retail,Gold,33,10,stable,0,2.1,64.6,0,9,0,0.0001,0,338407.77,23.34,0.335,-0.1242,0,1.0,21.07
partner_758,APAC,Services,Silver,29,5,stable,4,3.5,20.3,73,1,1,0.7024,1,24106.79,-1.37,0.2738,-0.0141,0,0.6471,-3.68
partner_759,EMEA,Services,Silver,20,9,improving,0,3.2,60.6,0,4,0,0.0001,0,44424.05,35.25,0.249,0.8841,1,0.8824,32.94
partner_760,NA,Services,Silver,58,5,stable,3,2.1,54.7,65,0,0,0.0667,0,80706.49,11.06,0.2043,0.1072,0,1.0,8.75
partner_761,LATAM,Tech,Silver,4,10,declining,0,1.2,52.5,30,7,0,0.0012,0,35691.06,-0.34,0.2564,0.7556,1,0.7647,-3.91
partner_762,EMEA,Retail,Gold,19,7,declining,0,3.3,47.3,35,1,0,0.0162,0,85485.16,65.6,0.2471,0.8689,1,0.7857,63.33
partner_763,EMEA,Retail,Bronze,11,6,declining,6,4.5,46.2,70,4,1,0.2441,0,4556.72,-2.37,0.2572,0.4129,0,0.1163,-4.64
partner_764,EMEA,Retail,Bronze,53,7,declining,4,2.7,72.8,16,1,0,0.0014,0,15508.72,51.04,0.2303,0.8223,1,0.907,48.77
partner_765,APAC,Retail,Bronze,30,6,improving,0,2.7,45.7,23,4,0,0.0065,0,9885.87,25.17,0.1962,0.5605,1,0.6452,22.9
partner_766,EMEA,Retail,Gold,56,10,stable,0,0.5,82.3,33,2,0,0.0003,0,75078.07,12.03,0.0884,-0.1894,0,0.3571,9.76
partner_767,EMEA,Services,Bronze,41,6,declining,3,2.8,75.2,28,1,0,0.016,0,4211.45,-2.01,0.1934,0.0162,0,0.0476,-4.32
partner_768,EMEA,Retail,Silver,35,6,declining,3,6.7,20.6,20,1,0,0.2805,0,41024.29,-25.01,0.2208,0.7935,1,0.7273,-27.28
partner_769,EMEA,Retail,Silver,33,8,improving,0,1.1,100.0,3,5,0,0.0002,0,41422.87,12.82,0.1703,0.8745,1,0.7576,10.55
partner_770,LATAM,Services,Gold,14,8,declining,2,3.7,61.3,21,2,0,0.011,0,41915.68,1.21,0.0979,0.0777,0,0.4286,-1.1
partner_771,EMEA,Manufacturing,Bronze,35,8,improving,1,0.5,86.0,65,3,0,0.0003,0,8491.62,18.17,0.2365,0.78,1,0.5385,17.58
partner_772,NA,Services,Silver,42,8,stable,0,6.5,82.9,42,7,0,0.0016,0,15374.86,-19.1,0.2943,-0.1885,0,0.2,-21.41
partner_773,NA,Manufacturing,Gold,58,7,declining,4,2.7,38.0,35,2,0,0.0749,0,53144.28,-11.34,0.1091,0.3679,0,0.2727,-11.92
partner_774,APAC,Services,Bronze,34,7,stable,1,1.1,65.2,9,2,0,0.0019,0,7765.28,7.56,0.1873,0.8378,1,0.3226,5.25
partner_775,EMEA,Manufacturing,Silver,57,6,stable,3,3.1,37.8,42,3,0,0.0854,0,60583.99,13.65,0.3551,-0.6301,0,1.0,13.06
partner_776,APAC,Tech,Bronze,57,3,stable,4,2.4,43.9,67,2,0,0.0683,0,13281.99,6.43,0.1842,0.5116,1,0.7692,2.86
partner_777,LATAM,Manufacturing,Silver,33,5,stable,6,4.7,45.1,56,1,0,0.3415,1,21571.38,9.01,0.2303,-0.2242,0,0.3333,8.42
partner_778,EMEA,Tech,Silver,28,6,improving,1,0.8,66.0,14,1,0,0.0102,0,32113.67,-33.45,0.1897,0.7915,1,0.6452,-37.02
partner_779,LATAM,Tech,Bronze,11,3,declining,4,6.4,49.1,28,0,1,0.5697,1,6397.06,16.45,0.3598,-0.4652,0,0.2903,12.88
partner_780,APAC,Tech,Bronze,18,9,improving,5,4.4,86.9,24,2,0,0.0325,0,6658.1,-2.44,0.0926,-0.0344,0,0.3077,-6.01
partner_781,EMEA,Retail,Bronze,53,5,declining,6,4.7,28.0,66,0,1,0.8964,0,17500.18,16.15,0.3519,-0.1518,0,0.9535,13.88
partner_782,APAC,Services,Bronze,11,6,improving,0,0.5,88.6,14,8,0,0.0017,0,9791.26,-4.61,0.2446,-0.0667,0,0.5161,-6.92
partner_783,NA,Retail,Silver,26,5,declining,5,3.5,41.1,78,0,1,0.6029,0,34192.92,21.41,0.2094,0.8382,1,0.75,19.14
partner_784,LATAM,Retail,Bronze,43,2,declining,7,5.6,5.3,80,0,1,0.9946,1,12181.76,9.89,0.401,-0.2366,0,0.8,7.62
partner_785,APAC,Retail,Bronze,16,8,improving,1,1.1,62.1,35,1,0,0.0121,0,14932.02,5.77,0.1748,0.5047,1,0.871,3.5
partner_786,NA,Services,Silver,59,9,improving,0,0.5,86.0,20,7,0,0.0001,0,46159.68,23.55,0.2061,-0.1116,0,0.85,21.24
partner_787,APAC,Tech,Silver,40,8,improving,0,4.0,58.2,0,6,0,0.0017,0,39850.98,12.12,0.2218,0.8149,1,0.6875,8.55
partner_788,NA,Manufacturing,Silver,4,5,stable,8,5.3,15.9,53,0,1,0.4825,0,56104.78,4.15,0.2427,-0.187,0,0.9231,3.57
partner_789,LATAM,Services,Gold,17,7,declining,3,4.1,32.7,25,1,1,0.0846,0,109339.93,-3.66,0.1641,0.7216,1,1.0,-5.97
partner_790,LATAM,Retail,Bronze,45,6,declining,3,5.4,30.0,64,1,0,0.8494,1,13215.15,16.84,0.1915,0.763,1,0.92,14.57
partner_791,EMEA,Services,Silver,53,3,declining,7,5.4,9.4,52,0,1,0.9724,1,43502.1,-0.85,0.207,-0.112,0,0.8235,-3.16
partner_792,NA,Tech,Bronze,56,7,stable,1,2.2,91.5,23,3,0,0.0016,0,12270.06,28.76,0.2209,0.0961,0,0.6923,25.19
partner_793,NA,Retail,Silver,52,6,declining,5,5.1,4.0,50,0,0,0.353,0,42614.78,8.08,0.3384,0.1113,0,0.9286,5.81
partner_794,EMEA,Manufacturing,Gold,7,6,declining,4,5.7,41.7,66,0,0,0.0556,0,52860.06,-0.07,0.0913,-0.0611,0,0.5385,-0.66
partner_795,EMEA,Services,Silver,45,7,stable,6,4.6,58.1,20,4,0,0.0014,0,24433.64,10.73,0.0752,0.2291,0,0.3529,8.42
partner_796,NA,Retail,Silver,9,8,stable,0,4.2,63.3,26,3,0,0.02,1,22140.12,0.55,0.1143,-0.2401,0,0.2857,-1.72
partner_797,EMEA,Manufacturing,Silver,7,5,declining,3,3.6,50.1,20,1,1,0.0236,0,18980.64,5.65,0.1649,0.518,1,0.381,5.07
partner_798,EMEA,Retail,Bronze,43,6,declining,4,2.2,39.1,31,0,0,0.199,0,5771.05,-13.53,0.089,-0.1651,0,0.2791,-15.8
partner_799,LATAM,Manufacturing,Silver,30,4,stable,2,5.8,43.3,47,2,0,0.1045,0,19592.56,-13.81,0.3023,-0.2534,0,0.2222,-14.4
partner_800,LATAM,Manufacturing,Silver,40,7,stable,5,2.9,68.5,60,3,0,0.0848,1,27449.53,-14.54,0.0866,-0.3661,0,0.4444,-15.12
partner_801,LATAM,Manufacturing,Gold,52,10,improving,2,1.3,79.7,7,4,0,0.0,0,44069.95,-4.19,0.2848,-0.2582,0,0.5,-4.78
partner_802,NA,Manufacturing,Bronze,6,7,stable,6,6.0,24.0,26,0,0,0.0851,0,8254.79,-7.27,0.0959,-0.2392,0,0.6061,-7.86
partner_803,APAC,Retail,Bronze,33,7,stable,8,4.6,23.8,29,0,0,0.1436,1,5356.34,-29.62,0.2176,0.7817,1,0.2903,-31.89
partner_804,NA,Manufacturing,Silver,51,4,stable,2,2.4,45.6,44,3,0,0.3032,0,22057.59,-8.65,0.19,-0.5485,0,0.3846,-9.24
partner_805,EMEA,Manufacturing,Bronze,28,5,improving,3,4.7,42.5,79,4,0,0.4168,1,14255.76,15.68,0.303,-0.1884,0,0.8846,15.1
partner_806,EMEA,Manufacturing,Bronze,33,7,declining,6,6.8,40.4,54,2,1,0.3574,1,12547.87,9.76,0.2888,0.3366,0,0.8077,9.17
partner_807,LATAM,Retail,Bronze,31,10,improving,0,1.1,100.0,0,4,0,0.0,0,4449.85,-10.9,0.0778,-0.3212,0,0.24,-13.17
partner_808,EMEA,Tech,Silver,55,5,declining,6,3.9,36.1,49,1,0,0.5318,0,29275.73,-6.71,0.2015,-0.2651,0,0.5806,-10.28
partner_809,NA,Tech,Bronze,5,5,declining,5,1.6,50.8,80,0,0,0.1266,0,5236.24,-18.86,0.2042,0.7309,1,0.0769,-22.43
partner_810,APAC,Retail,Bronze,53,5,improving,8,7.7,76.5,51,1,1,0.446,0,7036.83,14.43,0.2148,0.752,1,0.3871,12.16
partner_811,EMEA,Retail,Bronze,50,5,stable,5,2.6,66.5,34,0,1,0.0089,0,4322.94,-3.84,0.1015,0.2633,0,0.093,-6.11
partner_812,EMEA,Tech,Gold,50,3,declining,4,2.4,59.9,47,0,0,0.1025,0,64608.64,2.97,0.0898,0.5737,1,0.5,-0.6
partner_813,APAC,Manufacturing,Silver,26,4,declining,9,4.2,55.4,61,0,1,0.8839,1,49971.21,20.68,0.3732,-0.0492,0,0.9231,20.1
partner_814,NA,Retail,Bronze,32,7,stable,2,5.3,52.2,33,1,0,0.0088,0,5533.1,5.02,0.2615,0.8993,1,0.1702,2.75
partner_815,EMEA,Services,Bronze,24,7,improving,2,5.6,59.9,60,2,0,0.0511,0,17550.01,8.17,0.1847,-0.2403,0,0.9524,5.86
partner_816,APAC,Tech,Silver,17,10,improving,1,1.4,78.1,45,4,1,0.0001,0,28168.77,-3.9,0.1121,-0.2266,0,0.3125,-7.47
partner_817,APAC,Services,Bronze,53,6,stable,2,2.2,85.5,34,4,0,0.0001,0,11493.77,4.62,0.1882,0.7742,1,0.6774,2.31
partner_818,NA,Tech,Silver,32,6,declining,3,2.8,66.5,24,3,1,0.028,0,49630.92,-13.9,0.103,-0.0026,0,0.7333,-17.47
partner_819,LATAM,Tech,Bronze,44,10,stable,1,2.9,66.9,0,7,0,0.0002,0,5592.76,43.38,0.226,0.8526,1,0.1613,39.81
partner_820,EMEA,Manufacturing,Gold,8,7,improving,1,3.4,47.9,20,2,0,0.0093,0,32872.94,-3.64,0.1888,-0.2796,0,0.3077,-4.23
partner_821,EMEA,Services,Bronze,48,5,declining,5,4.5,53.7,34,1,0,0.018,0,8502.29,-12.27,0.1031,0.2846,0,0.5238,-14.58
partner_822,NA,Tech,Silver,41,6,stable,4,5.8,23.8,38,0,0,0.1232,0,24922.88,-10.94,0.0946,-0.113,0,0.3333,-14.51
partner_823,EMEA,Tech,Bronze,60,8,improving,2,0.5,83.8,16,8,0,0.0011,0,10503.23,4.13,0.0925,0.0624,0,0.5938,0.56
partner_824,LATAM,Manufacturing,Gold,10,3,declining,10,5.7,52.0,72,0,0,0.6712,1,98235.66,34.38,0.2421,-0.1159,0,1.0,33.8
partner_825,APAC,Manufacturing,Gold,34,4,declining,7,5.1,32.9,46,0,1,0.4533,0,137135.3,-3.13,0.1574,0.2545,0,0.8333,-3.72
partner_826,EMEA,Retail,Silver,32,9,stable,0,1.9,95.8,0,2,0,0.0005,0,15240.62,6.5,0.0839,-0.0214,0,0.0909,4.23
partner_827,NA,Tech,Bronze,34,9,improving,1,2.2,72.1,7,1,0,0.0004,0,5432.83,-1.37,0.1439,-0.0184,0,0.1538,-4.94
partner_828,EMEA,Tech,Bronze,6,5,stable,1,3.6,57.1,72,1,1,0.1442,0,10168.45,15.49,0.1211,-0.1049,0,0.5625,11.92
partner_829,APAC,Services,Silver,30,4,improving,5,4.2,33.4,73,0,0,0.2303,0,33240.07,0.68,0.104,-0.0015,0,0.8824,-1.63
partner_830,EMEA,Tech,Silver,20,8,declining,3,7.6,41.8,21,3,0,0.0237,0,21763.42,12.47,0.1812,0.7835,1,0.4194,8.9
partner_831,LATAM,Tech,Bronze,38,9,improving,6,5.5,40.7,65,3,0,0.1867,0,16456.87,0.53,0.1498,-0.1734,0,0.9677,-3.04
partner_832,NA,Services,Bronze,16,5,stable,1,5.3,28.7,36,1,0,0.0726,0,5689.14,37.93,0.2217,0.8838,1,0.25,35.62
partner_833,NA,Tech,Bronze,28,10,stable,1,0.7,73.8,55,4,0,0.0005,0,8628.46,42.18,0.378,-0.1557,0,0.4872,38.61
partner_834,LATAM,Retail,Silver,38,3,declining,9,4.3,54.1,78,0,0,0.8281,1,32691.68,-1.09,0.0787,0.0198,0,0.6429,-3.36
partner_835,LATAM,Retail,Silver,6,6,stable,3,3.5,28.2,55,1,0,0.2475,0,35420.17,17.74,0.2032,0.5562,1,0.8214,15.47
partner_836,NA,Retail,Silver,48,8,stable,1,2.2,59.7,34,4,0,0.0061,0,15128.77,1.88,0.1658,0.0082,0,0.1429,-0.39
partner_837,LATAM,Retail,Silver,44,6,declining,3,1.9,33.8,78,5,0,0.116,0,45068.0,14.12,0.1984,-0.4112,0,0.9286,11.85
partner_838,APAC,Tech,Bronze,6,8,improving,3,3.7,51.6,23,1,1,0.0132,0,13176.21,4.48,0.2151,-0.076,0,0.7308,0.91
partner_839,NA,Services,Bronze,6,10,improving,2,4.4,70.6,56,3,0,0.0027,0,5266.36,-4.31,0.2118,-0.1105,0,0.2045,-6.62
partner_840,NA,Manufacturing,Bronze,52,5,improving,3,0.5,46.1,27,3,0,0.0101,0,17553.54,-0.54,0.1038,0.1114,0,0.9697,-1.12
partner_841,EMEA,Retail,Silver,19,9,improving,1,0.5,98.3,0,6,0,0.0,0,33001.7,14.41,0.3589,-0.5227,0,0.5758,12.14
partner_842,LATAM,Manufacturing,Bronze,52,8,stable,3,6.1,30.7,51,0,0,0.1298,0,7579.23,17.98,0.3001,-0.0453,0,0.3478,17.4
partner_843,NA,Retail,Bronze,31,6,improving,4,4.1,47.0,59,0,1,0.2334,0,8525.09,-4.13,0.121,-0.1852,0,0.6383,-6.4
partner_844,NA,Services,Bronze,22,5,declining,8,2.9,43.1,44,1,1,0.5821,1,7188.19,7.49,0.1856,-0.094,0,0.4091,5.18
partner_845,EMEA,Retail,Bronze,18,5,improving,4,5.4,41.4,84,1,0,0.0844,0,15266.17,6.28,0.2036,0.7295,1,0.8837,4.01
partner_846,APAC,Manufacturing,Silver,41,6,stable,5,2.1,93.0,58,4,0,0.0112,0,20341.47,-11.91,0.1597,0.5589,1,0.2308,-12.5
partner_847,NA,Tech,Bronze,9,7,stable,1,3.2,54.0,41,2,0,0.0022,0,5150.15,9.88,0.0966,-0.2325,0,0.0513,6.31
partner_848,LATAM,Manufacturing,Bronze,26,5,stable,4,2.7,38.0,34,1,0,0.0289,0,14983.35,21.13,0.1979,0.7718,1,0.7826,20.54
partner_849,EMEA,Tech,Silver,23,6,declining,6,4.6,1.2,76,0,1,0.9371,1,28385.96,-19.31,0.2908,-0.367,0,0.5484,-22.88
partner_850,APAC,Services,Bronze,11,6,declining,4,6.1,43.1,13,0,0,0.0495,0,3795.7,5.59,0.089,-0.0462,0,0.0645,3.28
partner_851,EMEA,Retail,Bronze,23,7,stable,4,3.1,21.3,58,1,0,0.0992,0,17243.16,8.26,0.263,-0.5067,0,0.9302,5.99
partner_852,EMEA,Services,Bronze,33,5,stable,7,5.6,46.4,40,0,0,0.1454,0,8365.15,8.28,0.3275,-0.5348,0,0.5,5.97
partner_853,APAC,Tech,Silver,42,9,improving,0,2.8,66.3,55,3,0,0.0082,0,50614.14,7.96,0.0814,-0.2951,0,0.875,4.39
partner_854,APAC,Services,Bronze,8,7,declining,2,5.0,68.9,10,0,0,0.0151,0,18559.19,1.25,0.2126,-0.0729,0,0.9355,-1.06
partner_855,EMEA,Services,Silver,53,6,stable,0,2.8,45.0,27,2,0,0.0143,0,31995.17,64.34,0.2329,0.8454,1,0.6176,62.03
partner_856,NA,Services,Gold,53,4,stable,1,6.7,42.4,61,0,0,0.0721,0,65061.04,1.01,0.1097,-0.3307,0,0.7,-1.3
partner_857,LATAM,Retail,Silver,43,2,declining,9,6.7,32.6,84,0,1,0.9818,1,24888.24,-1.81,0.2267,0.7418,1,0.3214,-4.08
partner_858,APAC,Retail,Bronze,56,6,declining,7,4.4,32.9,35,1,1,0.4514,0,5021.91,-9.98,0.1962,0.3799,0,0.2581,-12.25
partner_859,NA,Retail,Silver,27,2,declining,7,5.7,38.1,59,0,0,0.2963,0,24023.14,9.45,0.0863,0.0246,0,0.3571,7.18
partner_860,NA,Retail,Bronze,50,7,improving,3,2.9,62.0,60,1,0,0.0042,0,7760.84,15.27,0.1828,0.547,1,0.383,13.0
partner_861,LATAM,Manufacturing,Bronze,45,3,declining,6,4.4,26.8,86,0,0,0.7785,1,11253.09,6.18,0.3425,0.6358,1,0.6957,5.6
partner_862,LATAM,Services,Silver,35,5,declining,0,3.9,78.4,33,2,1,0.0239,1,30140.53,-9.3,0.1775,-0.0902,0,0.7143,-11.61
partner_863,LATAM,Services,Bronze,13,9,declining,0,0.5,95.0,0,5,0,0.0002,0,9526.58,-3.66,0.1008,0.0002,0,0.5238,-5.97
partner_864,NA,Tech,Bronze,35,4,declining,5,3.9,9.8,32,0,1,0.6333,0,13491.0,1.1,0.2385,0.5125,1,0.7949,-2.47
partner_865,EMEA,Manufacturing,Bronze,55,9,stable,0,0.9,88.3,26,8,0,0.0004,0,7328.51,-0.11,0.0993,0.4234,0,0.3846,-0.7
partner_866,APAC,Services,Bronze,60,6,stable,2,4.2,47.7,53,1,0,0.0065,0,14364.41,7.11,0.2668,0.1723,0,0.8065,4.8
partner_867,APAC,Services,Bronze,28,6,improving,2,3.2,85.1,24,6,0,0.0002,0,4706.48,-16.09,0.2553,-0.4271,0,0.129,-18.4
partner_868,LATAM,Retail,Silver,17,10,stable,1,3.7,85.2,0,3,0,0.0004,0,14012.62,0.07,0.1047,0.0467,0,0.1071,-2.2
partner_869,EMEA,Tech,Gold,46,10,stable,0,0.8,48.7,42,4,0,0.0011,0,47622.71,7.8,0.1566,-0.0445,0,0.2,4.23
partner_870,EMEA,Services,Bronze,7,7,declining,3,3.0,53.8,8,2,1,0.2835,0,7923.23,-11.35,0.2736,0.3308,0,0.4524,-13.66
partner_871,LATAM,Tech,Silver,11,7,improving,6,2.1,40.2,69,0,0,0.3338,1,45667.44,-0.74,0.3632,-0.441,0,0.9412,-4.31
